iter	Passed	Remaining
398	134098	201988
399	134441	201662
400	134760	201299
401	135065	200918
402	135385	200559
403	135679	200160
404	135995	199796
405	136356	199497
406	136671	199130
407	136992	198773
408	137294	198388
409	137625	198046
410	137957	197705
411	138447	197590
412	138862	197366
413	139199	197031
414	139503	196649
415	139792	196247
416	140125	195906
417	140432	195530
418	140771	195199
419	141091	194840
420	141396	194462
421	141703	194086
422	141989	193683
423	142311	193328
424	142623	192960
425	142917	192569
426	143230	192203
427	143523	191812
428	143824	191431
429	144090	191003
430	144389	190620
431	144696	190249
432	144996	189869
433	145284	189471
434	145584	189092
435	145868	188692
436	146183	188333
437	146489	187961
438	146819	187621
439	147132	187259
440	147437	186888
441	147754	186532
442	148106	186219
443	148417	185856
444	148706	185465
445	149027	185115
446	149316	184724
447	149610	184341
448	149921	183978
449	150223	183606
450	150535	183245
451	150834	182870
452	151125	182484
453	151440	182128
454	151735	181749
455	152037	181377
456	152309	180971
457	152598	180586
458	152897	180213
459	153203	179847
460	153524	179500
461	153816	179119
462	154087	178714
463	154394	178352
464	154665	177948
465	154971	177585
466	155297	177245
467	155574	176849
468	155908	176519
469	156198	176138
470	156535	175811
471	156845	175454
472	157161	175103
473	157463	174737
474	157782	174390
475	158095	174038
476	158392	173667
477	158690	173298
478	159005	172947
479	159312	172588
480	159633	172245
481	159963	171910
482	160271	171553
483	160579	171196
484	160893	170845
485	161187	170473
486	161479	170101
487	161762	169718
488	162058	169349
489	162353	168980
490	162676	168640
491	162969	168269
492	163266	167903
493	163580	167553
494	163882	167193
495	164219	166868
496	164513	166500
497	164794	166117
498	165098	165760
499	165405	165405
500	165730	165069
501	166027	164704
502	166330	164346
503	166635	163990
504	166934	163628
505	167266	163299
506	167602	162974
507	167950	162660
508	168300	162349
509	168755	162137
510	169119	161838
511	169431	161489
512	169714	161112
513	170023	160761
514	170309	160389
515	170629	160048
516	170941	159700
517	171260	159358
518	171564	159003
519	171871	158650
520	172164	158285
521	172470	157932
522	172756	157561
523	173056	157203
524	173347	156838
525	173649	156483
526	173976	156149
527	174297	155811
528	174611	155466
529	174912	155111
530	175220	154761
531	175544	154426
532	175831	154058
533	176152	153721
534	176463	153375
535	176746	153004
536	177039	152642
537	177349	152296
538	177646	151938
539	177920	151562
540	178231	151216
541	178529	150860
542	178809	150489
543	179085	150115
544	179406	149780
545	179689	149412
546	179962	149036
547	180238	148663
548	180521	148297
549	180835	147956
550	181128	147598
551	181471	147281
552	181767	146926
553	182090	146592
554	182387	146238
555	182715	145909
556	183027	145567
557	183338	145225
558	183647	144881
559	183946	144529
560	184227	144163
561	184518	143806
562	184835	143469
563	185164	143141
564	185470	142795
565	185754	142433
566	186046	142077
567	186342	141725
568	186657	141387
569	186958	141038
570	187268	140697
571	187579	140356
572	187888	140014
573	188182	139661
574	188493	139321
575	188783	138965
576	189079	138614
577	189409	138288
578	189699	137933
579	189991	137580
580	190290	137231
581	190598	136890
582	190891	136538
583	191206	136202
584	191501	135851
585	191786	135494
586	192080	135143
587	192367	134788
588	192672	134445
589	192983	134107
590	193302	133774
591	193581	133414
592	193872	133062
593	194172	132717
594	194455	132360
595	194755	132015
596	195057	131671
597	195391	131349
598	195686	131002
599	195985	130657
600	196314	130331
601	196613	129986
602	196925	129650
603	197244	129319
604	197532	128967
605	197848	128634
606	198274	128372
607	198686	128100
608	199072	127811
609	199404	127488
610	199702	127142
611	200016	126807
612	200308	126458
613	200622	126124
614	200945	125795
615	201244	125450
616	201546	125109
617	201890	124793
618	202196	124453
619	202505	124116
620	202855	123803
621	203184	123478
622	203500	123145
623	203889	122856
624	204238	122543
625	204584	122227
626	204976	121939
627	205265	121590
628	205583	121258
629	205939	120948
630	206253	120614
631	206577	120285
632	206938	119978
633	207270	119654
634	207645	119355
635	207980	119032
636	208332	118719
637	208680	118405
638	209037	118094
639	209383	117778
640	209705	117448
641	210014	117111
642	210328	116776
643	210618	116428
644	210970	116115
645	211296	115788
646	211625	115462
647	211965	115141
648	212289	114812
649	212643	114500
650	212990	114183
651	213381	113890
652	213729	113574
653	214157	113300
654	214485	112973
655	214909	112696
656	215234	112367
657	215556	112036
658	215930	111733
659	216307	111431
660	216893	111235
661	217584	111092
662	218184	110902
663	218668	110651
664	219128	110388
665	219691	110175
666	220164	109917
667	220562	109620
668	220911	109300
669	221274	108986
670	221610	108658
671	221969	108342
672	222280	108002
673	222592	107663
674	222966	107354
675	223323	107036
676	223679	106718
677	223972	106370
678	224308	106042
679	224685	105734
680	225018	105405
681	225374	105086
682	225714	104760
683	226126	104467
684	226563	104186
685	226903	103859
686	227241	103532
687	227574	103202
688	227906	102872
689	228377	102604
690	228795	102312
691	229143	101988
692	229532	101683
693	229869	101354
694	230197	101022
695	230560	100704
696	230914	100383
697	231219	100040
698	231551	99709
699	231910	99390
700	232280	99075
701	232592	98735
702	232918	98402
703	233244	98068
704	233601	97747
705	233936	97418
706	234281	97092
707	234620	96764
708	234936	96426
709	235293	96105
710	235582	95757
711	235893	95417
712	236210	95080
713	236535	94746
714	236884	94422
715	237174	94074
716	237517	93748
717	237828	93409
718	238172	93082
719	238498	92749
720	238829	92418
721	239142	92079
722	239444	91737
723	239752	91397
724	240055	91055
725	240376	90720
726	240682	90380
727	241004	90045
728	241347	89719
729	241660	89381
730	241987	89048
731	242327	88720
732	242636	88382
733	242996	88061
734	243343	87735
735	243690	87410
736	244055	87091
737	244381	86758
738	244741	86437
739	245144	86131
740	245469	85798
741	245784	85461
742	246094	85122
743	246405	84784
744	246728	84450
745	247041	84113
746	247374	83782
747	247714	83454
748	248096	83140
749	248440	82813
750	248822	82498
751	249168	82172
752	249519	81847
753	249844	81514
754	250185	81186
755	250564	80870
756	250941	80553
757	251314	80235
758	251669	79910
759	252037	79590
760	252421	79275
761	252777	78951
762	253081	78611
763	253493	78304
764	253851	77980
765	254190	77650
766	254616	77347
767	254933	77011
768	255288	76686
769	255667	76368
770	256059	76053
771	256425	75731
772	256784	75407
773	256903	75013
774	257231	74680
775	257573	74351
776	257932	74026
777	258570	73782
778	258928	73457
779	259256	73123
780	259543	72778
781	259864	72443
782	260158	72100
783	260471	71762
784	260756	71417
785	261038	71071
786	261331	70728
787	261603	70380
788	261919	70044
789	262233	69707
790	262539	69368
791	262870	69036
792	263171	68696
793	263465	68355
794	263743	68009
795	264043	67669
796	264366	67335
797	264690	67001
798	264969	66656
799	265297	66324
800	265605	65986
801	265938	65655
802	266238	65316
803	266531	64975
804	266829	64635
805	267118	64293
806	267409	63952
807	267727	63618
808	267909	63251
809	268240	62920
810	268566	62588
811	268954	62270
812	269288	61939
813	269619	61608
814	270009	61290
815	270469	60988
816	270929	60685
817	271425	60390
818	271935	60098
819	272399	59794
820	272900	59499
821	273439	59211
822	273919	58911
823	274426	58615
824	274894	58311
825	275264	57985
826	275597	57652
827	275950	57323
828	276344	57002
829	276732	56680
830	277109	56355
831	277476	56028
832	277833	55700
833	278175	55368
834	278560	55044
835	278937	54719
836	279300	54391
837	279654	54062
838	279986	53728
839	280329	53396
840	280635	53057
841	280957	52721
842	281318	52392
843	281628	52054
844	281918	51712
845	282292	51386
846	282634	51054
847	282933	50714
848	283260	50379
849	283628	50052
850	283954	49717
851	284324	49389
852	284626	49050
853	284956	48716
854	285299	48384
855	285707	48062
856	286019	47725
857	286330	47388
858	286665	47054
859	286980	46717
860	287331	46386
861	287623	46046
862	287941	45710
863	288484	45409
864	288884	45086
865	289193	44748
866	289504	44410
867	289830	44075
868	290148	43739
869	290488	43406
870	290787	43067
871	291127	42734
872	291415	42393
873	291732	42057
874	292074	41724
875	292381	41387
876	292701	41051
877	292990	40711
878	293315	40376
879	293607	40037
880	293895	39697
881	294200	39360
882	294475	39018
883	294777	38681
884	295102	38346
885	295421	38011
886	295750	37677
887	296072	37342
888	296392	37007
889	296689	36669
890	296976	36330
891	297286	35994
892	297609	35659
893	297929	35325
894	298217	34986
895	298555	34653
896	298896	34321
897	299206	33985
898	299585	33657
899	299900	33322
900	300197	32985
901	300546	32653
902	300850	32317
903	301182	31984
904	301515	31650
905	301841	31316
906	302157	30981
907	302497	30649
908	302887	30322
909	303264	29993
910	303567	29656
911	303872	29320
912	304181	28985
913	304492	28650
914	304812	28315
915	305154	27983
916	305492	27650
917	305897	27324
918	306237	26991
919	306554	26656
920	306864	26321
921	307196	25988
922	307314	25637
923	307645	25304
924	307951	24969
925	308276	24635
926	308606	24302
927	308939	23969
928	309272	23636
929	309604	23303
930	309940	22970
931	310320	22641
932	310727	22313
933	311057	21980
934	311445	21651
935	311814	21320
936	312103	20984
937	312404	20649
938	312737	20316
939	313044	19981
940	313387	19649
941	313729	19316
942	314092	18985
943	314411	18651
944	314739	18318
945	315132	17988
946	315464	17655
947	315803	17322
948	316140	16989
949	316475	16656
950	316796	16322
951	317119	15989
952	317471	15657
953	317810	15324
954	318331	14999
955	318787	14672
956	319097	14337
957	319428	14004
958	319761	13670
959	320060	13335
960	320390	13002
961	320747	12669
962	321086	12336
963	321445	12004
964	321776	11670
965	322154	11338
966	322485	11005
967	322853	10672
968	323213	10340
969	323568	10007
970	323907	9673
971	324257	9340
972	324642	9008
973	324975	8674
974	325316	8341
975	325630	8007
976	325992	7674
977	326301	7340
978	326728	7008
979	327112	6675
980	327446	6341
981	327806	6008
982	328177	5675
983	328537	5342
984	328924	5009
985	329260	4675
986	329571	4340
987	329968	4007
988	330317	3673
989	330657	3339
990	331020	3006
991	331356	2672
992	331710	2338
993	332021	2004
994	332384	1670
995	332726	1336
996	333054	1002
997	333424	668
998	333765	334
999	334120	0
